ID_COMMIT;ID_AUTOR;DATA_COMMIT
dc72101c1043a74ac1fc3bff89369c185da4d3d5;189989;16/08/2011
714a8493749f37e7718d9493c1f9163569626958;189989;16/08/2011
40625b4c535574746c5076199978bb5a161b8a11;189989;16/08/2011
171040921569bbdb656fdbb081abab9b02222423;189989;16/08/2011
578aa6c236d014814ca73c2bf92886e2f73ba312;8788;14/08/2011
e6090d541ec26c9254194a15ffb8a11b52edd7ae;7288;08/08/2011
512de8c9b1ae86fd8951d9a99dfaf015b39d790d;114508;08/08/2011
0842485f62a312e09d3bfb43135d6371dbc291a4;114508;08/08/2011
2c4ac33942e557de0bcc2b4d0c5e5fc8de32de2a;114508;08/08/2011
f811e6ae1ece37358eb8f9ba8ffc998cc0ded285;7288;08/08/2011
dee6117c01311ff77fb160712e3d7b427c826897;7288;07/08/2011
049e1f50bd54429ea2e43207ab01e10c8021988e;89706;07/08/2011
3046bd994eb0ba9aa016f1b4fec69c31bdae966b;114508;04/08/2011
e71a992dbd209b6da4c37aac4f2aaf2922a65c49;114508;04/08/2011
f280e51c2c0c5dac6444d534fa1e4ae3249c94b5;7288;02/08/2011
ceff9cf749323fc2c27cef98abda5828098c9f4d;7288;02/08/2011
a47ee85d09ce0de2318f28bb1cae4b3e1132230f;114508;01/08/2011
f3a11cd2241ca7768bd7a9f13907f7515006dfc9;114508;01/08/2011
b11982adf29d8598112d1c907bac546f1ebf7c7e;7288;29/07/2011
9469a0d343214f0f3c89f6dfb28c32bbd33def29;7288;25/07/2011
fbf44eca535f615e78d93abebda1c70d7245f3da;7288;22/07/2011
728bcbd304eae84b8155e3af1e9e4deca62f287a;7288;22/07/2011
512ff9658ea20cd113e21660dc81504e1d14e3c9;114508;21/07/2011
5adc92aec01357b6d235d70dea327b36c5662965;7288;21/07/2011
5cae803d01efd3e038977d8da7e3fdc936b59ad7;7288;20/07/2011
744663e9a133fc3ca130a0268619eb5984f2ded4;114508;17/07/2011
49ee7b52fd35433442550c5567201c9c7e7ff48c;114508;17/07/2011
21d633b7868196750b50270f9de2149b7d9fdb4c;114508;17/07/2011
ad33cb5b0ba64271e4c6b98c2d636421a500d504;114508;17/07/2011
540c6a6672100b5e162d57743d0c7e8002ba5b52;114508;04/07/2011
dfb497eae1808fc6003bcee650e0d1efcc9e88fe;7288;20/07/2011
e5c2240fcb9ae747aa3403e476dff7208cf3386a;114508;17/07/2011
853052da93f1c0d1518157d5ad6a017c18dc877b;7288;20/07/2011
cfec5673364b31311ba9bb71e488af69106a173c;522870;19/07/2011
b1d947dd511625dad346585ef6c78968168f4c3a;522870;19/07/2011
f3432386909ac8c4a9585bfd882e2ccd7a7d01ba;7288;11/07/2011
963366f6cec0434da61b1134f9c9ec58006354f5;7288;06/07/2011
ab138bc42cfd4fc2acc337bbee356cb13d72f86d;11512;06/07/2011
e88e31554bbd23446edb3bf9c01bb1b6d8bf5d0e;7288;05/07/2011
82ebcc3c9822973e6f7bf0cddc34d8a2462e85de;7288;03/07/2011
89e4e59d07f91220b40a289bb893e3bde7a0eabf;7288;03/07/2011
b87513436878c7f95db9833a848ceb7a1bc4a2a3;200649;03/07/2011
389616ec15e5f802071f05b8228daf6a7e8417b4;200649;03/07/2011
ea80c5499dbdc3ab1f79687d1e02995b58d873d4;7288;01/07/2011
778900a9746f6bd3657efc5fb1dc72a0a1df67fd;7288;30/06/2011
c86d104c832da930a30d7db08f3dd9101a3cebac;31125;30/06/2011
3fd978d6bfa09b44545365f7497bfd0651680aea;31125;30/06/2011
49d82a25b00d942b453f9cb44095fe8a3d9530ed;7288;29/06/2011
1354d65acfa97ed154c50ac3e95183b9a49e15ef;7288;29/06/2011
da749624a3f1fad4fc2bd864531f1fb039f0a01b;7288;29/06/2011
4c3364acdcd2128a866a932af670a118e41607fd;7288;29/06/2011
5acaa6b42d510f529ea77507f678b114bac73d9c;31125;28/06/2011
3807b9dc4db459a846a8af880d2edb212e11c22c;114508;28/06/2011
a0e1888c2c9c6e721123a7afa5aee17bdd987962;114508;28/06/2011
4b1af82c1b9dbbe0221cca8d6a1e4eecb2f282eb;114508;28/06/2011
aad029e53fccd0c0c978407ab90aed60b0d4232b;114508;28/06/2011
c5213b24b01fe0a09a4b926ee4e4c8b8b9dfd07d;7288;28/06/2011
f6c77ef0cf5c4ca91afddc6528545f5ac99f4d9f;7288;28/06/2011
f4aa689ec7c75e2e8fe9087e06186244f8692b64;114508;27/06/2011
6b04ee23c1353cbe652bcdfac7e5f154e6394c36;114508;14/06/2011
